# The file was automatically generated on 2022-07-05 09:24:29 by generate_mac_vendors.py via `go generate`
6A:9D:A4	GlobalReach	Global Reach Technology
84:39:BE:0	HINOENGINEER	HINO ENGINEERING, INC
CC:D3:9D:7	Glenair	Glenair
D4:25:CC:3	EISST	EISST Ltd
D4:25:CC:A	EMetroTel	E-MetroTel
D4:25:CC:E	Coperion	Coperion
D4:25:CC:0	NORDITELEKOM	NORDI TELEKOMMUNIKATSIOONI OÜ
CC:D3:9D:3	MagTarget	MagTarget LLC
D4:25:CC:1	EwareInforma	Eware Information Technology com.,Ltd
9C:69:B4:9	TeptronAB	Teptron AB
4C:91:7A:4	LumiGrow	LumiGrow Inc.
9C:69:B4:8	SkydockdoBra	Skydock do Brasil Ltda
9C:69:B4:7	PCI	PCI Limited
6C:DF:FB:6	AAON	AAON
6C:DF:FB:B	CELLSystem	CELL System Co.,Ltd.
4C:91:7A:8	CamsatPrzemy	Camsat Przemysław Gralak
4C:91:7A:9	HangzhouHang	Hangzhou Hangtu Technology Co.,Ltd.
6C:DF:FB:9	YongTechsEle	YongTechs Electric Co. Ltd
6C:DF:FB:8	Hardmeier	Hardmeier
7C:BC:84:7	XujiChangnan	Xuji Changnan Communication Equipment Co., Ltd.
7C:BC:84:A	OPNTBV	OPNT BV
7C:BC:84:1	XiamenMageIn	Xiamen Mage Information Technology Co.,Ltd.
7C:BC:84:6	SociétédeTra	Société de Transport de Montréal
98:F9:C7:7	ARIMACommuni	ARIMA Communications Corp.
0C:FE:5D:3	BeijingWayCl	Beijing WayClouds Technology Co., Ltd.
98:F9:C7:A	MSBElektroni	MSB Elektronik und Gerätebau GmbH
6C:5C:3D:B	Reconova	Reconova Technologies
6C:5C:3D:D	Syowatsusink	Syowatsusinkougyo Co.,Ltd.
6C:5C:3D:A	krtkl	krtkl inc.
1C:FD:08:6	AB	A&B Technology
6C:5C:3D:C	choyangpower	choyang powertech
6C:5C:3D:7	SOUNDKINGELE	SOUNDKING ELECTRONICS&SOUND CO., LTD.
1C:FD:08:5	BeijingHengx	Beijing Hengxin Rainbow Information Technology Co.,Ltd
A8:3F:A1:B	Exeluniperso	Exel s.r.l. unipersonale
A8:3F:A1:3	GuangzhouTup	Guangzhou Tupu Internet Technology Co., Ltd.
3C:6A:2C:2	BoschAutomot	Bosch Automotive Products (Suzhou) Co., Ltd.
3C:6A:2C:B	Phytium	Phytium Technology Co., Ltd.
3C:6A:2C:5	QingdaoiGuan	Qingdao iGuan Technology Co., Ltd.
A8:3F:A1:4	ZhejiangWell	Zhejiang Wellsun Intelligent Technology Co.,Ltd.
A8:3F:A1:D	ShenzhenBIOI	Shenzhen BIO I/E Co.,Ltd
00:55:DA:F	Private	Private
30:0A:60:7	Newtons4th	Newtons4th Ltd
A4:ED:43:E	TOEC	TOEC TECHNOLOGY CO.，LTD.
A4:ED:43:3	DongguanMing	Dongguan Mingji Electronics technology Group Co., Ltd.
A4:ED:43:C	leakSMART	leakSMART
A4:ED:43:1	INGELABS	INGELABS S.L.
A0:28:33:C	KalraySA	Kalray S.A.
84:89:EC:7	BYDA	BYDA Co. Ltd., 
84:89:EC:C	SHINKAWA	SHINKAWA LTD.
9C:F6:DD:A	AVIPty	AVI Pty Ltd
30:09:F9:4	PunktTronics	Punkt Tronics AG
C0:83:59:6	BeijingCloud	Beijing Cloud Fly Technology Development Co.Ltd
9C:F6:DD:4	CapitalEngin	Capital Engineering & Research Incorporation Ltd.
9C:F6:DD:7	KXT	KXT Technology Co., Ltd.
C0:83:59:D	GardnerDenve	Gardner Denver Thomas GmbH
04:C3:E6:D	Amiosec	Amiosec Ltd
04:C3:E6:4	Innovusion	Innovusion Inc.
04:C3:E6:8	SLOC	SLOC GmbH
B4:4B:D6:1	SHENZHENTITA	SHENZHEN TITA INTERACTIVE TECHNOLOGY CO.,LTD
D4:7C:44:5	LSCommunicat	LS Communication Co.,Ltd.
3C:42:7E:D	ROBOXSMARTMO	ROBOX SMART MOTION (WUHU) CO.,LTD
3C:42:7E:A	snap40	snap40 Ltd
D4:7C:44:8	BeijingMayst	Beijing Maystar Information Technology Co., Ltd.
A0:19:B2:E	AhgoraSistem	Ahgora Sistemas SA
D4:7C:44:6	ASDAICT	ASDA ICT Co., Ltd.
2C:48:35:5	ScoutSecurit	Scout Security, Inc.
A0:19:B2:8	MISIndustrie	MIS Industrie Systeme GmbH & Co. KG
A0:19:B2:2	BeijingDeeph	Beijing Deephi Intelligent Technology Co., Ltd
2C:48:35:0	ProgressRail	Progress Rail Services, Inspection and Information Systems
2C:48:35:3	Newtrax	Newtrax Technologies Inc
2C:48:35:1	AdvancedElec	Advanced Electronics Company Ltd
8C:1C:DA:5	SeptentrioNV	Septentrio NV
8C:1C:DA:0	CEOSPty	CEOS Pty Ltd
3C:24:F0:8	Sivat	Sivat Technology Co.,Ltd.
8C:1C:DA:D	RieglLaserMe	Riegl Laser Measurement Systems GmbH
8C:1C:DA:7	K	K Technology Corporation
0C:73:EB:3	TiinlabAcous	Tiinlab Acoustic Technology (Shenzhen) Co., Ltd.
0C:73:EB:D	DLinkShangha	D-Link （Shanghai）Limited Corp.
0C:73:EB:7	DinkleEnterp	Dinkle Enterprise Co., Ltd.
0C:73:EB:B	SynaccessNet	Synaccess Networks
0C:73:EB:2	Deltapath	Deltapath, Inc.
3C:24:F0:6	InterAction	Inter Action Corporation
3C:24:F0:9	SiemensSieme	Siemens AG - Siemens Deutschland Mobility
0C:73:EB:E	TaiwanPulseM	Taiwan Pulse Motion Co., Ltd.
3C:24:F0:B	COMATIS	COMATIS
48:65:EE:8	SmartDisplay	SmartDisplayer Technology Co., Ltd.
48:0B:B2:6	Annapurnalab	Annapurna labs
48:0B:B2:B	PopitOy	Popit Oy
88:5F:E8:3	SonnetLabs	Sonnet Labs Inc.
88:5F:E8:5	HauchBachApS	Hauch & Bach ApS
88:5F:E8:9	Sowee	Sowee
88:5F:E8:7	Red	Red Technologies, LLC.
F0:41:C8:2	ShenzhenMedi	Shenzhen Medica Technology Development Co., Ltd.
F0:41:C8:C	ShanghaiThin	 Shanghai Think-Force Electronic Technology Co. Ltd
F0:41:C8:E	ShenzhenUmin	Shenzhen Umind Technology Co., Ltd.
40:A3:6B:4	SKSKinkelEle	SKS-Kinkel Elektronik GmbH
30:1F:9A:3	MICOMSOFT	MICOMSOFT CO.,LTD.
30:1F:9A:A	HUNANCHANGSH	HUNAN CHANGSHA HENGJIAN TECHNOLDGY DEVELPMENT CO.,LTD.
88:A9:A7:6	SieperLüdens	Sieper Lüdenscheid GmbH & Co. KG
A4:DA:22:8	SolidPro	SolidPro Technology Corporation
DC:E5:33:7	SANEngineeri	SAN Engineering
DC:E5:33:3	ShenZhenCDEl	ShenZhen C&D Electronics CO.Ltd.
C4:FF:BC:B	KAGAELECTRON	KAGA ELECTRONICS CO.,LTD.
9C:43:1E:4	WirelessEnvi	Wireless Environment, LLC
